COHORTE,CAMPUS,FACULTAD,CARRERA,DOMICILIO_CIUDAD,DOMICILIO_COMUNA,DOMICILIO_PROVINCIA,DOMICILIO_REGION_D,GRUPO_ANHO_EGRESO,UNIDAD_EDUCATIVA,DEPENDENCIA,TIPO_EDUCACION,POSICION_LISTA_POST,GRUPO_ED_PADRES,SEXO,COMUNA_COLEGIO,REGION_COLEGIO,1RA_PREFERENCIA,PTJE_LENGUAJE,PTJE_MATEMATICAS,PTJE_NEM,FINANCIAMIENTO,GRATUIDAD,TRABAJA_Y_ESTUDIA,HIJOS,DISCAPACIDAD,SITUACION_DE_POSTULACION,CERCANIA,DESERTA_1ER_ANHO,AMBAS_PRUEBAS,MAX_PTJE,EDAD_EGRESO_COLEGIO,EDAD_INGRESO_UNIV
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,39,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,580,640,595,SI,NO,No,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,TALCA,MAULE,TALCA,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,18,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,510,656,657,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,ANGOL,ANGOL,MALLECO,REGION DE LA ARAUCANIA,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,28,NINGUNO PROFESIONAL,HOMBRE,ANGOL,9,1,510,660,620,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,CURICO,LICANTEN,CURICO,REGION DEL MAULE,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,37,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,517,631,620,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,CURICO,MOLINA,CURICO,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,64,ALGUNO PROFESIONAL,MUJER,CURICO,7,1,596,619,513,NO,NO,No,No,No,LISTA DE ESPERA,CERCA,0,0,CIENCIAS,18,19
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,CURICO,CURICO,CURICO,REGION DEL MAULE,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,27,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,466,631,657,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,CURICO,CURICO,CURICO,REGION DEL MAULE,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,12,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,588,536,740,NO,NO,No,No,No,SELECCIONADO,CERCA,0,1,LENGUAJE,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,CURICO,CURICO,CURICO,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,69,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,510,518,579,NO,NO,Si,No,No,LISTA DE ESPERA,CERCA,0,1,CIENCIAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,70,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,544,544,569,SI,SI,No,No,No,LISTA DE ESPERA,LEJOS,0,0,LENGUAJE,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,TALCA,PELARCO,TALCA,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,24,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,558,610,667,SI,SI,No,No,Si,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,TALCA,MAULE,TALCA,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,57,AMBOS PROFESIONALES,HOMBRE,TALCA,7,1,566,619,558,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,PARRAL,PARRAL,CAUQUENES,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,17,NINGUNO PROFESIONAL,MUJER,PARRAL,7,1,588,664,637,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,CONSTITUCION,CONSTITUCION,TALCA,REGION DEL MAULE,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,63,NINGUNO PROFESIONAL,HOMBRE,CONSTITUCION,7,1,604,495,605,NO,NO,No,No,No,LISTA DE ESPERA,LEJOS,1,0,HISTORIA,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,CONSTITUCION,CONSTITUCION,TALCA,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,54,ALGUNO PROFESIONAL,HOMBRE,CONSTITUCION,7,1,612,640,538,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,RANCAGUA,RANCAGUA,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ULTIMO ANO,2,MUNICIPAL,TECNICO PROFESIONAL,55,NINGUNO PROFESIONAL,MUJER,RANCAGUA,6,1,588,536,597,NO,NO,Si,No,No,SELECCIONADO,LEJOS,1,0,LENGUAJE,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,CURICO,CURICO,CURICO,REGION DEL MAULE,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,46,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,0,580,610,585,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,BUIN,BUIN,SANTIAGO,REGION METROPOLITANA DE SANTIAGO,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,41,NINGUNO PROFESIONAL,HOMBRE,PAINE,13,0,510,551,616,NO,NO,No,No,No,SELECCIONADO,LEJOS,1,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,75,AMBOS PROFESIONALES,HOMBRE,TALCA,7,1,663,719,585,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,18,19
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,31,AMBOS PROFESIONALES,MUJER,TALCA,7,1,663,614,702,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,LENGUAJE,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,64,AMBOS PROFESIONALES,HOMBRE,TALCA,7,1,580,652,657,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,SAN FERNANDO,SAN FERNANDO,CARDENAL CARO,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,46,NINGUNO PROFESIONAL,MUJER,SAN FERNANDO,6,0,558,636,678,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,SAN FERNANDO,SAN FERNANDO,CARDENAL CARO,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,74,ALGUNO PROFESIONAL,MUJER,SAN FERNANDO,6,1,628,619,626,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,1,LENGUAJE,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,LINARES,LINARES,CAUQUENES,REGION DEL MAULE,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,61,NINGUNO PROFESIONAL,HOMBRE,LINARES,7,1,573,652,657,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,CURICO,CURICO,CURICO,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,55,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,517,685,661,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,CURICO,CURICO,CURICO,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,6,ALGUNO PROFESIONAL,HOMBRE,CURICO,7,1,580,672,764,SI,NO,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,LINARES,SAN JAVIER,CAUQUENES,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,22,NINGUNO PROFESIONAL,MUJER,SAN JAVIER,7,1,716,685,678,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,CURICO,MOLINA,CURICO,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,106,NINGUNO PROFESIONAL,MUJER,MOLINA,7,1,510,596,672,SI,SI,No,No,No,LISTA DE ESPERA,CERCA,0,1,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,CURICO,CURICO,CURICO,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,42,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,637,676,647,SI,SI,Si,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,RENGO,RENGO,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,89,NINGUNO PROFESIONAL,MUJER,RENGO,6,1,510,648,651,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,RENGO,RENGO,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,5,NINGUNO PROFESIONAL,HOMBRE,RENGO,6,1,573,676,770,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,TALCA,PENCAHUE,TALCA,REGION DEL MAULE,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,92,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,510,591,672,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,LINARES,SAN JAVIER,CAUQUENES,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,37,AMBOS PROFESIONALES,MUJER,SAN JAVIER,7,1,620,619,682,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,CIENCIAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,1,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,692,694,770,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,114,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,573,610,637,SI,SI,No,No,No,LISTA DE ESPERA,LEJOS,0,1,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,52,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,580,672,661,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,63,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,517,640,678,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,13,ALGUNO PROFESIONAL,HOMBRE,TALCA,7,1,654,698,713,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,33,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,566,795,605,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,CURICO,CURICO,CURICO,REGION DEL MAULE,ULTIMO ANO,2,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,50,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,530,507,733,NO,NO,No,No,No,SELECCIONADO,CERCA,1,1,HISTORIA,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,43,ALGUNO PROFESIONAL,HOMBRE,MAULE,7,1,566,664,672,SI,NO,Si,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,CURICO,CURICO,CURICO,REGION DEL MAULE,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,35,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,0,604,676,667,SI,SI,No,No,No,SELECCIONADO,CERCA,1,1,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,40,AMBOS PROFESIONALES,HOMBRE,MAULE,7,0,580,703,637,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,LINARES,LINARES,CAUQUENES,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,45,NINGUNO PROFESIONAL,MUJER,LINARES,7,1,646,596,692,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,LENGUAJE,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,3,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,30,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,573,631,688,NO,NO,No,No,No,SELECCIONADO,LEJOS,1,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,CURICO,CURICO,CURICO,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,3,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,517,713,775,SI,SI,No,No,Si,SELECCIONADO,CERCA,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,CURICO,CURICO,CURICO,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,8,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,744,760,682,SI,NO,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,CURICO,CURICO,CURICO,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,118,NINGUNO PROFESIONAL,MUJER,CURICO,7,1,496,614,647,SI,SI,No,No,No,LISTA DE ESPERA,CERCA,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,3,MUNICIPAL,TECNICO PROFESIONAL,48,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,415,601,570,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,TALCA,SAN CLEMENTE,TALCA,REGION DEL MAULE,ULTIMO ANO,2,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,42,NINGUNO PROFESIONAL,HOMBRE,MOLINA,7,1,496,570,611,NO,NO,No,No,No,SELECCIONADO,LEJOS,1,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,16,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,654,605,667,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,LENGUAJE,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,LINARES,LINARES,CAUQUENES,REGION DEL MAULE,ULTIMO ANO,3,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,1,NINGUNO PROFESIONAL,HOMBRE,LINARES,7,1,646,737,760,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,CURICO,CURICO,CURICO,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,9,ALGUNO PROFESIONAL,HOMBRE,CURICO,7,1,674,668,678,SI,NO,No,No,No,SELECCIONADO,CERCA,0,0,CIENCIAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,CURICO,CURICO,CURICO,REGION DEL MAULE,ULTIMO ANO,2,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,13,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,684,636,637,SI,SI,No,No,No,SELECCIONADO,CERCA,0,1,LENGUAJE,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,CURICO,CURICO,CURICO,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,30,ALGUNO PROFESIONAL,HOMBRE,CURICO,7,1,596,636,610,SI,NO,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,TALCA,SAN CLEMENTE,TALCA,REGION DEL MAULE,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,54,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,620,495,610,SI,SI,Si,No,Si,SELECCIONADO,LEJOS,1,0,LENGUAJE,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,TALCA,SAN CLEMENTE,TALCA,REGION DEL MAULE,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,18,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,596,614,667,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,3,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,26,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,620,652,605,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,CURICO,CURICO,CURICO,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,49,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,458,581,595,SI,SI,Si,No,No,SELECCIONADO,CERCA,0,0,CIENCIAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,LINARES,VILLA ALEGRE,CAUQUENES,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,38,NINGUNO PROFESIONAL,HOMBRE,SAN JAVIER,7,1,566,610,585,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,CIENCIAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,SAN FERNANDO,SAN FERNANDO,CARDENAL CARO,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,25,NINGUNO PROFESIONAL,HOMBRE,SAN FERNANDO,6,1,551,575,682,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,CIENCIAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,TALAGANTE,TALAGANTE,MELIPILLA,REGION METROPOLITANA DE SANTIAGO,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,4,NINGUNO PROFESIONAL,HOMBRE,TALAGANTE,13,1,573,719,754,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,CURICO,MOLINA,CURICO,REGION DEL MAULE,ULTIMO ANO,2,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,43,NINGUNO PROFESIONAL,HOMBRE,MOLINA,7,1,503,558,631,NO,NO,No,No,No,SELECCIONADO,CERCA,1,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECATRONICA,ARICA,ARICA,PARINACOTA,REGION DE TARAPACA,ULTIMO ANO,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,72,AMBOS PROFESIONALES,HOMBRE,ARICA,15,1,489,591,528,NO,NO,No,No,No,LISTA DE ESPERA,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECANICA,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,MUNICIPAL,CIENTIFICO HUMANISTA,45,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,0,544,558,544,SI,SI,Si,No,No,LISTA DE ESPERA,LEJOS,0,0,CIENCIAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECANICA,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,3,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,1,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,684,770,795,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,CIENCIAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECANICA,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,2,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,558,644,744,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
2018,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECANICA,TALCA,TALCA,TALCA,REGION DEL MAULE,ULTIMO ANO,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,13,AMBOS PROFESIONALES,HOMBRE,TALCA,7,0,537,575,667,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,18
